541.2666666666667,1544521860000,0
577.9333333333333,1544521920000,0
605.75,1544521980000,0
585.75,1544522040000,0
527.7833333333333,1544522100000,0
512.55,1544522160000,0
528.4,1544522220000,0
546.1666666666666,1544522280000,0
511.6,1544522340000,0
436.03333333333336,1544522400000,0
371.8833333333333,1544522460000,0
326.06666666666666,1544522520000,0
320.56666666666666,1544522580000,0
284.51666666666665,1544522640000,0
272.28333333333336,1544522700000,0
294.3833333333333,1544522760000,0
339.8666666666667,1544522820000,0
332.5,1544522880000,0
281.3666666666667,1544522940000,0
286.2,1544523000000,0
317.5,1544523060000,0
